,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount($),stage,year
1605,Sapio Analytics,2019,Mumbai,Information Technology,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,"Ashwin Srivastava, Hardik Somani, Prashant Nikam",Parthiv Group,150000.0,Venture - Series Unknown,2021
1606,BHyve,2020,Mumbai,Communication Services,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks Backed by 100x.VC,"Omkar Pandharkame, Ketaki Ogale","ITO Angel Network, LetsVenture",300000.0,Venture - Series Unknown,2021
1607,Indi Energy,2019,Roorkee,Energy,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",Dr. ASIT SAHOO,Mumbai Angels Network,937536.0,Seed,2021
1608,The Ayurveda Co,2021,Gurugram,Consumer Discretionary,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,"Param Bhargava, Shreedha Singh","GetVantage, Velocity, Shiprocket Capital",4000000.0,Venture - Series Unknown,2021
1609,Pratilipi,2015,Bengaluru,Communication Services,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",Ranjeet Pratap Singh,"Krafton Inc, Omidyar",48000000.0,Venture - Series Unknown,2021
1610,Ati Motors,2017,Bengaluru,Consumer Discretionary,Autonomous industrial vehicle maker,"Saurabh Chandra, Saad Nasser","Blume Ventures, Exfinity Venture Partners",35000000.0,Early stage,2021
1611,peAR,2018,Mumbai,Information Technology,An AR / VR tech based Start-up in Mumbai.,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",Inflection Point Ventures,300000.0,Early stage,2021
1612,Gourmet Garden,2019,Bengaluru,Industrials,"100% contamination free, pesticide free naturoponically grown vegetables.",Arjun Balaji,"Beyond Next Ventures, M Venture Partners",3000000.0,Venture - Series Unknown,2021
1613,The Sleep Company,2019,Mumbai,Consumer Discretionary,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,Unknown,Fireside Ventures,1000000.0,Early stage,2021
1614,TyrePlex,2020,Delhi,Consumer Discretionary,Tyreplex is digitizing the tyre dealers in India.,"Puneet Bhaskar, Rupendra Pratap Singh",AdvantEdge Founders,937536.0,Seed,2021
1615,ION Energy,2016,Mumbai,Consumer Discretionary,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,Akhil Aryan,Venture Catalysts,3600000.0,Early stage,2021
1616,Digit Insurance,2016,Bengaluru,Information Technology,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",Kamesh Goyal,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",200000000.0,Venture - Series Unknown,2021
1617,FRAAZO,2020,Mumbai,Consumer Staples,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",11000000.0,Early stage,2021
1618,Licious,2015,Bengaluru,Consumer Staples,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.","Abhay Hanjura, Vivek Gupta","Temasek, Multiples PE",192000000.0,Late stage,2021
1619,Winzo,2018,Delhi,Information Technology,WinZO is the largest social gaming and entertainment platform in India.,Paavan Nanda,Griffin Gaming Partners,65000000.0,Late stage,2021
1620,Furlenco,2012,Bengaluru,Consumer Discretionary,Furlenco is a different furniture company.,Ajith Mohan Karimpana,Zinnia Global,100000000.0,Venture - Series Unknown,2021
1621,Skylark Drones,2014,Bengaluru,Industrials,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",3000000.0,Early stage,2021
1622,Leegality,2016,Gurugram,Information Technology,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",Shivam Singla,"IIFL, Mumbai Angels",4000000.0,Early stage,2021
1623,Arcatron Mobility,2015,Pune,Consumer Staples,Mission is to advance global standards of assisted living and make it dignified and safer.,Ganesh Sonawane,Klub,4000000.0,Venture - Series Unknown,2021
1624,TWID,2020,Bengaluru,Financials,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions","Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia’s Surge",2500000.0,Venture - Series Unknown,2021
1625,PeakPerformer,2020,Bengaluru,Information Technology,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.","Aishwarya Goel, Gaurav Jhunjhnuwala",Antler India,937536.0,Seed,2021
1626,MyMobiForce,2018,Noida,Information Technology,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India","Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,1400000.0,Early stage,2021
1627,Pine Labs,1998,Noida,Information Technology,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Amrish Rau,"Fidelity, BlackRock",600000.0,Venture - Series Unknown,2021
1628,Genworks Health,2015,Bengaluru,Consumer Staples,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,S Ganeshprasad,Blacksoil,2000000.0,Venture - Series Unknown,2021
1629,Pocketly,2019,Bengaluru,Financials,"Pocketly provides quick cash on hand, anytime - anywhere!","Aarav Bhatia, Navdeesh Ahuja",Venture Catalysts,4000000.0,Venture - Series Unknown,2021
1630,Neverinstall,2019,Bengaluru,Information Technology,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,"Lakshmana Pasala, Ram Pasala",Speciale Invest,370000.0,Seed,2021
1631,CoRover,2016,Bengaluru,Information Technology,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,"Ankush Sabharwal, Manav Gandotra, Kunal Bhakhri",Canbank Venture Capital Fund,4000000.0,Venture - Series Unknown,2021
1632,BeatO,2015,Delhi,Consumer Staples,ULTIMATE app to manage chronic conditions.,Gautam Chopra,W Health Ventures,5000000.0,Early stage,2021
1633,Earth Rhythm,2020,Gurugram,Consumer Discretionary,A mission to make customers healthier and Earth a little greener.,Harini Sivakumar,Anicut Angel Fund,1200000.0,Seed,2021
1634,Fountain9,2019,Mumbai,Information Technology,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.","Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",1900000.0,Seed,2021
1635,Rockclimber,2019,Bengaluru,Consumer Staples,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,"Deepak Poduval, Hariprasad Shetty",Anand Prakash Sharma,1000000.0,Venture - Series Unknown,2021
1636,SpEd@home,2020,Mumbai,Information Technology,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",Dhaval Mody,Inflection Point Ventures,300000.0,Venture - Series Unknown,2021
1637,CanPe,2019,Bengaluru,Information Technology,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",Arindam Choudhury,Axilor Ventures,937536.0,Seed,2021
1638,Green Soul,2016,Ambernath,Consumer Discretionary,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,Ravi Khushwani,velocity.in,200000.0,Venture - Series Unknown,2021
1639,Shiprocket,2012,Delhi,Industrials,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,"Saahil Goel, Akshay Ghulati","March Capital, Tribe Capital",41000000.0,Late stage,2021
1640,DealShare,2018,Bengaluru,Consumer Discretionary,The next generation disruptive (social) e-commerce product for the masses.,"Rajat Shikhar, Vineet Rao, Sourjyendu Medda",Tiger Global,144000000.0,Venture - Series Unknown,2021
1641,Teachmint,2020,Bengaluru,Information Technology,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,20000000.0,Early stage,2021
1642,Vahak,2017,Bengaluru,Industrials,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,"Vikas Chandrawat, Karan Shaha",RTP Global,5000000.0,Early stage,2021
1643,goStops,2014,Delhi,Consumer Discretionary,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",1000000.0,Early stage,2021
1644,Codedamn,2020,Delhi,Information Technology,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,Mehul Mohan,Antler India,330000.0,Pre-seed,2021
1645,Biocraft Innovation Technology,2019,Noida,Industrials,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,"Vibha Mittal, Anubhav Mittal",JITO Angel Network,330000.0,Pre-seed,2021
1646,Powerplay,2020,Bengaluru,Industrials,Powerplay helps simplify end to end Construction and Architecture project management.,"Shubham Goyal, Lesh Dixit","Sequoia’s Surge, Accel Partners",5200000.0,Venture - Series Unknown,2021
1647,Accio Robotics,2020,Bengaluru,Industrials,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,"Tuhin Sharma, Pranav Srinivasan",Uday Sodhi,4000000.0,Venture - Series Unknown,2021
1648,Delhivery,2011,Gurugram,Industrials,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.","Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Fidelity, GIC",270000000.0,Late stage,2021
1649,Avishkaar,2014,Delhi,Information Technology,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,"Rajeev Gaba, Tarun Bhalla",Auxano,600000.0,Early stage,2021
1650,Jobsgaar,2020,Delhi,Information Technology,India's first District level/ Hyper Local Job discovery platform,Atul Pratap Singh,SucSEED Indovation Fund,140000.0,Seed,2021
1651,Almo,2020,Gurugram,Consumer Discretionary,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,Abhishek Shah,Angelist India,937536.0,Seed,2021
1652,Breathe Well-being,2015,Delhi,Consumer Staples,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,"Aditya Kaicker, Rohan Verma","Stanford Angels and Entrepreneurs India, Anjali Bansal",1000000.0,Early stage,2021
1653,GalaxEye,2020,Chennai,Information Technology,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh",Speciale Invest,330000.0,Pre-seed,2021
1654,Good Health Clinic,2021,Hyderabad,Consumer Staples,Full Stack Digital Health Clinic,Samarth Sindhi,Khosla Ventures,5000000.0,Venture - Series Unknown,2021
1655,Urban Company,2014,Delhi,Real Estate,Urban Company is an India-based company providing a marketplace for freelance labor.,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan","Vy Capital, Wellington Management",250000000.0,Late stage,2021
1656,MYBYK,2014,Ahmedabad,Real Estate,MYBYK is an app that provides premium bicycle sharing and rental service.,Arjit Soni,Avon Cycles,1000000.0,Early stage,2021
1657,Locus,2015,Bengaluru,Industrials,Locus is an intelligent decision-making and automation platform for logistics.,"Geet Garg, Nishith Rastogi","Blume Ventures, Exfinity Venture Partners",50000000.0,Late stage,2021
1658,Crejo.Fun,2020,Bengaluru,Information Technology,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,Vikas Bansal,"Matrix Partners India, 021 Capital",3000000.0,Seed,2021
1659,Bambinos,2020,Bengaluru,Information Technology,Cohort based extracurricular course for kids,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",500000.0,Seed,2021
1660,KreditBee,2018,Bengaluru,Financials,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",8000000.0,Venture - Series Unknown,2021
1661,Spardha,2016,Pune,Information Technology,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.","Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,400000.0,Early stage,2021
1662,Onelife Nutriscience,2019,Mumbai,Consumer Staples,Onelife Nutriscience is a consumer healthcare brands company.,Gaurav Aggarwal,Lasons India,4000000.0,Venture - Series Unknown,2021
1663,Flatheads,2019,Bengaluru,Consumer Discretionary,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,"Ganesh Balakrishnan, Utkarsh Biradar","Pankaj Chaddah, Srivatsan Rajan",4000000.0,Venture - Series Unknown,2021
1664,Fable Fintech,2015,Mumbai,Financials,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",Naushad Contractor,Paytm,4000000.0,Early stage,2021
1665,Holisol,2009,Delhi,Industrials,HoliSol Logistics Is a Supply Chain Operations Company!,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",3000000.0,Venture - Series Unknown,2021
1666,Now&Me,2018,Delhi,Consumer Staples,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.","Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",1000000.0,Venture - Series Unknown,2021
1667,Fyllo,2019,Bengaluru,Industrials,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",400000.0,Seed,2021
1668,Cora Health,2020,Bengaluru,Consumer Staples,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,"Shrijit Venkatesh, Snigdha Kumar",Venture Catalysts,4000000.0,Venture - Series Unknown,2021
